"codcli","Cliente","codven","Comercial","Cidade","status","Vendas","Frequencia","Ult_Compra"
"24026","Cliente_24026","35","Geilson","RECIFE - PE - Brasil","P","5310.00","1","2024-08-14"
"26452","Cliente_26452","34","Denny","ITAPISSUMA - PE - Brasil","I","5309.00","1","2024-07-13"
"40212","Cliente_40212","38","Junior","CARUARU - PE - Brasil","A","5300.00","1","2025-01-05"
"181981","Cliente_181981","16","Adelmo","VERTENTE DO LERIO - PE - Brasil","A","5300.00","2","2025-02-23"
"21260","Cliente_21260","48","Flavio","RECIFE - PE - Brasil","E","5287.00","12","2025-02-26"
"4780","Cliente_4780","50","Rocha","JABOATAO DOS GUARARAPES - PE - Brasil","A","5285.00","3","2025-02-28"
"45255","Cliente_45255","51","Eraldo","PARELHAS - RN - Brasil","A","5284.00","2","2024-10-14"
"5475","Cliente_5475","28","Rodrigues","RECIFE - PE - Brasil","A","5280.00","2","2024-12-24"
"32315","Cliente_32315","8","Jonas","RECIFE - PE - Brasil","A","5279.00","4","2024-09-05"
"26133","Cliente_26133","19","Evandro","CARPINA - PE - Brasil","A","5278.00","5","2024-10-25"
"46496","Cliente_46496","35","Geilson","GARANHUNS - PE - Brasil","*","5276.00","4","2025-02-26"
"43126","Cliente_43126","50","Rocha","RECIFE - PE - Brasil","I","5274.00","2","2024-08-28"
"34708","Cliente_34708","21","Edilson","RECIFE - PE - Brasil","A","5272.00","2","2024-12-20"
"19325","Cliente_19325","48","Flavio","CARUARU - PE - Brasil","E","5260.00","3","2024-11-06"
"44911","Cliente_44911","50","Rocha","GARANHUNS - PE - Brasil","A","5260.00","1","2024-09-06"
"15405","Cliente_15405","28","Rodrigues","CABO DE SANTO AGOSTINHO - PE - Brasil","A","5252.00","5","2025-01-27"
"43166","Cliente_43166","51","Eraldo","MOSSORO - RN - Brasil","P","5250.00","1","2025-01-03"
"11844","Cliente_11844","19","Evandro","OLHO D AGUA DAS FLORES - AL - Brasil","A","5249.00","3","2024-12-07"
"22354","Cliente_22354","25","Gilmar","RECIFE - PE - Brasil","P","5249.00","13","2024-08-23"
"9709","Cliente_9709","8","Jonas","IPOJUCA - PE - Brasil","A","5215.00","6","2025-02-28"
"90678","Cliente_90678","25","Gilmar","RECIFE - PE - Brasil","A","5213.00","7","2025-02-18"
"25123","Cliente_25123","50","Rocha","JABOATAO DOS GUARARAPES - PE - Brasil","A","5204.00","3","2025-02-26"
"33667","Cliente_33667","23","Valter","SAO MIGUEL DOS CAMPOS - AL - Brasil","A","5202.50","3","2025-02-12"
"46011","Cliente_46011","50","Rocha","RECIFE - PE - Brasil","A","5200.00","2","2024-12-27"
"39617","Cliente_39617","38","Junior","SAO BENTO DO UNA - PE - Brasil","A","5200.00","1","2025-02-10"
"39764","Cliente_39764","48","Flavio","RECIFE - PE - Brasil","I","5200.00","1","2024-07-10"
"22152","Cliente_22152","41","Edson","RECIFE - PE - Brasil","A","5188.00","14","2025-02-28"
"44763","Cliente_44763","51","Eraldo","ESCADA - PE - Brasil","A","5178.00","5","2025-02-05"
"27583","Cliente_27583","38","Junior","RECIFE - PE - Brasil","A","5170.00","1","2024-12-24"
"46199","Cliente_46199","16","Adelmo","ALIANCA - PE - Brasil","A","5167.00","5","2025-02-03"
"28251","Cliente_28251","35","Geilson","GARANHUNS - PE - Brasil","*","5164.00","7","2025-02-16"
"1931","Cliente_1931","28","Rodrigues","PAUDALHO - PE - Brasil","I","5160.00","2","2024-07-10"
"41123","Cliente_41123","8","Jonas","BOM JARDIM - PE - Brasil","A","5160.00","3","2025-01-04"
"44447","Cliente_44447","38","Junior","PAULISTA - PE - Brasil","A","5156.00","2","2024-11-27"
"32397","Cliente_32397","19","Evandro","SURUBIM - PE - Brasil","A","5155.00","8","2024-12-01"
"2065","Cliente_2065","23","Valter","ARCOVERDE - PE - Brasil","E","5147.30","4","2024-12-16"
"2234","Cliente_2234","25","Gilmar","RECIFE - PE - Brasil","*","5145.00","7","2025-02-04"
"7866","Cliente_7866","16","Adelmo","RECIFE - PE - Brasil","A","5142.00","7","2025-02-27"
"30290","Cliente_30290","16","Adelmo","RECIFE - PE - Brasil","A","5140.00","1","2025-02-03"
"186203","Cliente_186203","23","Valter","CARUARU - PE - Brasil","E","5139.00","5","2025-02-19"
"44223","Cliente_44223","51","Eraldo","RECIFE - PE - Brasil","I","5136.00","3","2024-07-10"
"9840","Cliente_9840","28","Rodrigues","IPOJUCA - PE - Brasil","A","5135.00","10","2025-02-26"
"24485","Cliente_24485","50","Rocha","OLINDA - PE - Brasil","I","5133.00","2","2024-08-28"
"6450","Cliente_6450","51","Eraldo","CAMARAGIBE - PE - Brasil","A","5131.00","2","2024-12-22"
"44448","Cliente_44448","28","Rodrigues","RECIFE - PE - Brasil","A","5130.00","5","2024-11-17"
"42334","Cliente_42334","48","Flavio","SURUBIM - PE - Brasil","A","5128.00","3","2024-09-28"
"33944","Cliente_33944","41","Edson","RECIFE - PE - Brasil","A","5121.00","1","2024-10-20"
"45296","Cliente_45296","8","Jonas","SAO JOSE DA COROA GRANDE - PE - Brasil","A","5120.00","4","2025-02-09"
"18795","Cliente_18795","42","Otavio","CHA GRANDE - PE - Brasil","E","5109.00","4","2024-12-25"
"44295","Cliente_44295","42","Otavio","RECIFE - PE - Brasil","A","5103.00","8","2025-02-03"
"46348","Cliente_46348","19","Evandro","JUPI - PE - Brasil","A","5100.00","1","2025-01-18"
"34036","Cliente_34036","19","Evandro","RECIFE - PE - Brasil","A","5099.00","10","2025-02-25"
"11029","Cliente_11029","41","Edson","CABO DE SANTO AGOSTINHO - PE - Brasil","E","5095.00","9","2025-02-04"
"18378","Cliente_18378","16","Adelmo","CAMPINA GRANDE - PB - Brasil","E","5089.68","2","2025-02-18"
"13265","Cliente_13265","28","Rodrigues","ABREU E LIMA - PE - Brasil","A","5082.00","2","2025-02-17"
"37834","Cliente_37834","19","Evandro","JABOATAO DOS GUARARAPES - PE - Brasil","A","5080.00","2","2025-01-28"
"181878","Cliente_181878","26","Carlos Augusto","GARANHUNS - PE - Brasil","*","5078.00","10","2025-02-28"
"42359","Cliente_42359","8","Jonas","CARNAIBA - PE - Brasil","E","5076.00","3","2025-02-11"
"23608","Cliente_23608","38","Junior","GLORIA DO GOITA - PE - Brasil","A","5075.00","1","2025-01-04"
"28875","Cliente_28875","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","P","5052.00","10","2025-01-27"
"26814","Cliente_26814","16","Adelmo","RECIFE - PE - Brasil","A","5042.00","4","2025-01-01"
"9688","Cliente_9688","48","Flavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","5040.00","2","2025-02-28"
"10832","Cliente_10832","25","Gilmar","JABOATAO DOS GUARARAPES - PE - Brasil","A","5040.00","1","2025-01-04"
"36314","Cliente_36314","28","Rodrigues","RECIFE - PE - Brasil","A","5040.00","5","2025-01-01"
"12947","Cliente_12947","28","Rodrigues","OLINDA - PE - Brasil","E","5032.00","2","2025-02-10"
"184959","Cliente_184959","19","Evandro","RECIFE - PE - Brasil","*","5025.00","5","2024-10-31"
"45850","Cliente_45850","23","Valter","SAO MATEUS - ES - Brasil","A","5025.00","1","2024-12-02"
"29399","Cliente_29399","16","Adelmo","RECIFE - PE - Brasil","A","5016.00","4","2024-11-07"
"4690","Cliente_4690","19","Evandro","RECIFE - PE - Brasil","A","5004.00","4","2025-02-08"
"44565","Cliente_44565","16","Adelmo","RECIFE - PE - Brasil","I","5000.00","1","2024-08-08"
"19035","Cliente_19035","34","Denny","LIMOEIRO - PE - Brasil","A","5000.00","1","2025-02-19"
"45263","Cliente_45263","38","Junior","RECIFE - PE - Brasil","A","5000.00","1","2024-10-07"
"37380","Cliente_37380","48","Flavio","CARUARU - PE - Brasil","E","5000.00","2","2025-02-16"
"4143","Cliente_4143","25","Gilmar","IGARASSU - PE - Brasil","A","5000.00","2","2024-10-25"
"38154","Cliente_38154","38","Junior","MORENO - PE - Brasil","A","4985.50","3","2025-02-04"
"1575","Cliente_1575","19","Evandro","MORENO - PE - Brasil","P","4975.00","5","2025-02-12"
"35819","Cliente_35819","34","Denny","TIMBAUBA - PE - Brasil","A","4972.00","5","2024-10-12"
"1657","Cliente_1657","28","Rodrigues","RECIFE - PE - Brasil","E","4960.00","5","2024-11-08"
"4574","Cliente_4574","38","Junior","RECIFE - PE - Brasil","A","4950.00","26","2025-02-25"
"29204","Cliente_29204","41","Edson","JABOATAO DOS GUARARAPES - PE - Brasil","A","4950.00","5","2025-01-03"
"39948","Cliente_39948","42","Otavio","SAO JOSE DA COROA GRANDE - PE - Brasil","A","4945.00","4","2025-02-26"
"643","Cliente_643","38","Junior","BELO JARDIM - PE - Brasil","E","4945.00","1","2025-02-28"
"44967","Cliente_44967","48","Flavio","TIMBAUBA - PE - Brasil","A","4928.00","2","2024-09-16"
"45324","Cliente_45324","34","Denny","RECIFE - PE - Brasil","A","4920.00","1","2024-10-12"
"39899","Cliente_39899","16","Adelmo","RECIFE - PE - Brasil","A","4910.00","7","2025-02-17"
"24326","Cliente_24326","50","Rocha","IGARASSU - PE - Brasil","A","4910.00","4","2024-09-24"
"2125","Cliente_2125","41","Edson","RECIFE - PE - Brasil","E","4886.00","5","2025-01-06"
"44606","Cliente_44606","34","Denny","PAULISTA - PE - Brasil","I","4883.00","2","2024-08-11"
"42730","Cliente_42730","41","Edson","PAULISTA - PE - Brasil","N","4878.00","8","2024-12-08"
"34215","Cliente_34215","28","Rodrigues","PAULISTA - PE - Brasil","A","4873.00","2","2024-09-27"
"185296","Cliente_185296","50","Rocha","ARARIPINA - PE - Brasil","A","4860.00","1","2024-11-06"
"39256","Cliente_39256","38","Junior","RECIFE - PE - Brasil","A","4852.00","3","2024-12-02"
"45845","Cliente_45845","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","4849.00","4","2024-12-09"
"25520","Cliente_25520","8","Jonas","RECIFE - PE - Brasil","A","4838.00","3","2025-02-19"
"46629","Cliente_46629","23","Valter","NATAL - RN - Brasil","*","4837.00","1","2025-02-18"
"6993","Cliente_6993","48","Flavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","4831.00","3","2025-01-11"
"45002","Cliente_45002","51","Eraldo","BARREIROS - PE - Brasil","A","4828.00","3","2025-01-06"
"39937","Cliente_39937","42","Otavio","VITORIA DE SANTO ANTAO - PE - Brasil","A","4822.00","2","2024-10-09"
"10518","Cliente_10518","50","Rocha","ESCADA - PE - Brasil","A","4818.00","9","2025-02-28"
"45204","Cliente_45204","50","Rocha","PAUDALHO - PE - Brasil","E","4816.00","4","2025-02-19"
"181248","Cliente_181248","25","Gilmar","SAO BENTO DO UNA - PE - Brasil","E","4805.00","2","2025-02-17"
"11229","Cliente_11229","19","Evandro","AMARAJI - PE - Brasil","E","4800.00","1","2024-11-24"
"44917","Cliente_44917","38","Junior","ARARIPINA - PE - Brasil","A","4800.00","1","2024-09-07"
"38923","Cliente_38923","25","Gilmar","BEZERROS - PE - Brasil","A","4790.00","4","2024-12-18"
"43714","Cliente_43714","16","Adelmo","CUSTODIA - PE - Brasil","A","4790.00","3","2025-01-10"
"43799","Cliente_43799","51","Eraldo","PUREZA - RN - Brasil","I","4770.00","1","2024-08-22"
"213024","Cliente_213024","38","Junior","BAIA FORMOSA - RN - Brasil","A","4757.00","4","2025-02-04"
"32256","Cliente_32256","16","Adelmo","GRAVATA - PE - Brasil","A","4755.00","3","2025-01-12"
"4185","Cliente_4185","19","Evandro","SAO JOSE DA COROA GRANDE - PE - Brasil","A","4743.00","3","2025-01-12"
"27664","Cliente_27664","50","Rocha","RECIFE - PE - Brasil","A","4740.00","1","2025-01-05"
"22877","Cliente_22877","42","Otavio","CABO DE SANTO AGOSTINHO - PE - Brasil","A","4737.50","5","2024-10-24"
"14135","Cliente_14135","28","Rodrigues","VITORIA DE SANTO ANTAO - PE - Brasil","A","4735.00","3","2024-12-28"
"12868","Cliente_12868","50","Rocha","RECIFE - PE - Brasil","A","4730.00","1","2024-12-09"
"26855","Cliente_26855","21","Edilson","OLINDA - PE - Brasil","A","4720.00","2","2024-10-06"
"21183","Cliente_21183","8","Jonas","RECIFE - PE - Brasil","A","4720.00","7","2025-02-06"
"22149","Cliente_22149","16","Adelmo","BARREIROS - PE - Brasil","A","4720.00","3","2025-02-09"
"44314","Cliente_44314","34","Denny","VITORIA DE SANTO ANTAO - PE - Brasil","A","4720.00","3","2025-01-27"
"181978","Cliente_181978","26","Carlos Augusto","JABOATAO DOS GUARARAPES - PE - Brasil","*","4718.00","6","2025-02-25"
"42483","Cliente_42483","48","Flavio","CABO DE SANTO AGOSTINHO - PE - Brasil","P","4715.00","5","2024-11-27"
"9982","Cliente_9982","28","Rodrigues","JABOATAO DOS GUARARAPES - PE - Brasil","A","4700.00","1","2025-02-11"
"39473","Cliente_39473","28","Rodrigues","BEZERROS - PE - Brasil","A","4692.00","2","2025-02-26"
"44859","Cliente_44859","34","Denny","ABREU E LIMA - PE - Brasil","A","4675.00","3","2024-12-31"
"43541","Cliente_43541","48","Flavio","PAUDALHO - PE - Brasil","A","4670.00","3","2025-01-18"
"17493","Cliente_17493","8","Jonas","ESCADA - PE - Brasil","A","4660.00","1","2024-10-17"
"45316","Cliente_45316","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","4659.00","4","2024-12-14"
"185499","Cliente_185499","26","Carlos Augusto","IPOJUCA - PE - Brasil","*","4656.00","4","2025-02-03"
"8994","Cliente_8994","50","Rocha","FEIRA NOVA - PE - Brasil","A","4655.00","1","2024-09-12"
"45725","Cliente_45725","50","Rocha","RECIFE - PE - Brasil","A","4650.00","1","2024-11-17"
"19509","Cliente_19509","23","Valter","MACEIO - AL - Brasil","*","4647.13","5","2025-01-12"
"45246","Cliente_45246","16","Adelmo","ABREU E LIMA - PE - Brasil","A","4640.00","4","2024-11-09"
"46795","Cliente_46795","21","Edilson","SAO CRISTOVAO - SE - Brasil","A","4633.00","3","2025-02-28"
"30607","Cliente_30607","50","Rocha","RECIFE - PE - Brasil","E","4632.00","4","2024-12-03"
"31050","Cliente_31050","34","Denny","VITORIA DE SANTO ANTAO - PE - Brasil","I","4630.00","1","2024-08-25"
"32275","Cliente_32275","48","Flavio","LAJEDO - PE - Brasil","I","4630.00","1","2024-07-27"
"21228","Cliente_21228","41","Edson","RECIFE - PE - Brasil","A","4621.00","4","2025-02-28"
"46156","Cliente_46156","38","Junior","RECIFE - PE - Brasil","A","4615.00","1","2024-12-29"
"21121","Cliente_21121","48","Flavio","PAULISTA - PE - Brasil","A","4613.00","4","2024-11-13"
"22371","Cliente_22371","25","Gilmar","CARPINA - PE - Brasil","A","4612.00","5","2025-02-15"
"8574","Cliente_8574","51","Eraldo","ESCADA - PE - Brasil","A","4606.00","5","2024-11-22"
"44381","Cliente_44381","8","Jonas","RECIFE - PE - Brasil","I","4592.00","2","2024-08-08"
"43365","Cliente_43365","48","Flavio","GUARABIRA - PB - Brasil","P","4587.52","2","2024-08-25"
"34032","Cliente_34032","19","Evandro","CABO DE SANTO AGOSTINHO - PE - Brasil","A","4585.00","4","2025-01-25"
"27378","Cliente_27378","38","Junior","ARCOVERDE - PE - Brasil","E","4580.00","1","2025-02-05"
"35503","Cliente_35503","16","Adelmo","RECIFE - PE - Brasil","E","4578.00","4","2025-02-11"
"44833","Cliente_44833","34","Denny","PACAJUS - CE - Brasil","I","4570.00","1","2024-08-30"
"39510","Cliente_39510","28","Rodrigues","CARUARU - PE - Brasil","A","4565.00","1","2024-11-28"
"29937","Cliente_29937","19","Evandro","AGUA PRETA - PE - Brasil","A","4560.00","5","2025-01-03"
"42064","Cliente_42064","38","Junior","NATAL - RN - Brasil","A","4555.00","2","2025-02-17"
"35758","Cliente_35758","21","Edilson","PAULISTA - PE - Brasil","A","4550.00","2","2025-01-24"
"5318","Cliente_5318","16","Adelmo","IPOJUCA - PE - Brasil","A","4538.00","9","2025-02-22"
"44473","Cliente_44473","21","Edilson","RECIFE - PE - Brasil","I","4530.00","1","2024-07-28"
"37811","Cliente_37811","50","Rocha","ARAPIRACA - AL - Brasil","A","4530.00","4","2025-02-23"
"42048","Cliente_42048","41","Edson","RECIFE - PE - Brasil","A","4522.00","2","2024-11-06"
"10644","Cliente_10644","41","Edson","OLINDA - PE - Brasil","E","4518.00","5","2025-02-12"
"42442","Cliente_42442","19","Evandro","SAO JOSE DA COROA GRANDE - PE - Brasil","A","4505.00","2","2024-11-27"
"45703","Cliente_45703","38","Junior","SAO LUIS - MA - Brasil","A","4505.00","1","2024-11-15"
"35811","Cliente_35811","48","Flavio","PAULISTA - PE - Brasil","A","4500.00","1","2024-11-09"
"44768","Cliente_44768","38","Junior","MACEIO - AL - Brasil","I","4500.00","1","2024-08-23"
"46512","Cliente_46512","19","Evandro","SERRA TALHADA - PE - Brasil","*","4500.00","2","2025-02-11"
"31359","Cliente_31359","42","Otavio","OLINDA - PE - Brasil","A","4496.00","6","2025-01-26"
"44243","Cliente_44243","50","Rocha","SALGUEIRO - PE - Brasil","I","4490.00","1","2024-07-10"
"44203","Cliente_44203","38","Junior","CARUARU - PE - Brasil","I","4490.00","2","2024-08-11"
"46143","Cliente_46143","3","AdelmoAS","SAO PAULO - SP - Brasil","N","4482.34","1","2025-01-19"
"8046","Cliente_8046","16","Adelmo","JABOATAO DOS GUARARAPES - PE - Brasil","A","4480.00","6","2025-01-13"
"44957","Cliente_44957","34","Denny","GRAVATA - PE - Brasil","A","4477.00","3","2024-09-13"
"24423","Cliente_24423","28","Rodrigues","CAMARAGIBE - PE - Brasil","A","4473.00","4","2025-01-11"
"43832","Cliente_43832","51","Eraldo","SAO JOSE DA COROA GRANDE - PE - Brasil","A","4470.00","3","2025-02-12"
"33590","Cliente_33590","41","Edson","CARUARU - PE - Brasil","A","4470.00","1","2024-12-29"
"24428","Cliente_24428","26","Carlos Augusto","SERRA TALHADA - PE - Brasil","E","4468.00","7","2024-12-29"
"46200","Cliente_46200","48","Flavio","VITORIA DE SANTO ANTAO - PE - Brasil","A","4460.00","1","2025-01-03"
"4315","Cliente_4315","51","Eraldo","CABO DE SANTO AGOSTINHO - PE - Brasil","A","4458.00","12","2025-01-11"
"182653","Cliente_182653","25","Gilmar","SAO JOSE DA COROA GRANDE - PE - Brasil","A","4455.00","1","2024-10-12"
"184033","Cliente_184033","19","Evandro","IPUBI - PE - Brasil","*","4450.00","2","2024-12-17"
"20385","Cliente_20385","38","Junior","RECIFE - PE - Brasil","A","4450.00","4","2024-10-23"
"16090","Cliente_16090","50","Rocha","ARARIPINA - PE - Brasil","A","4446.00","1","2025-01-20"
"39995","Cliente_39995","38","Junior","TRINDADE - PE - Brasil","A","4445.00","4","2025-02-26"
"18821","Cliente_18821","16","Adelmo","JABOATAO DOS GUARARAPES - PE - Brasil","A","4439.50","8","2025-01-26"
"13579","Cliente_13579","16","Adelmo","RECIFE - PE - Brasil","A","4438.00","7","2024-11-03"
"4386","Cliente_4386","16","Adelmo","RECIFE - PE - Brasil","A","4427.00","6","2025-02-26"
"44828","Cliente_44828","42","Otavio","RECIFE - PE - Brasil","A","4426.00","1","2024-10-26"
"45633","Cliente_45633","50","Rocha","PESQUEIRA - PE - Brasil","A","4419.00","1","2024-11-09"
"19866","Cliente_19866","16","Adelmo","RECIFE - PE - Brasil","A","4416.00","18","2025-02-13"
"26918","Cliente_26918","50","Rocha","OURICURI - PE - Brasil","E","4415.00","1","2024-10-24"
"42155","Cliente_42155","41","Edson","RECIFE - PE - Brasil","A","4413.00","13","2024-10-02"
"17680","Cliente_17680","41","Edson","RECIFE - PE - Brasil","A","4413.00","2","2025-02-06"
"42308","Cliente_42308","3","AdelmoAS","GUARULHOS - SP - Brasil","N","4407.89","5","2025-02-04"
"4165","Cliente_4165","48","Flavio","SAO VICENTE FERRER - PE - Brasil","A","4406.00","5","2024-11-07"
"45307","Cliente_45307","38","Junior","RECIFE - PE - Brasil","A","4400.00","1","2024-10-11"
"38552","Cliente_38552","48","Flavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","4394.00","4","2024-10-14"
"33164","Cliente_33164","48","Flavio","CUSTODIA - PE - Brasil","A","4390.00","3","2024-12-21"
"12505","Cliente_12505","50","Rocha","LIMOEIRO - PE - Brasil","E","4388.00","3","2025-02-23"
"45563","Cliente_45563","28","Rodrigues","GARANHUNS - PE - Brasil","E","4386.00","1","2024-11-02"
"46375","Cliente_46375","50","Rocha","SALGUEIRO - PE - Brasil","A","4380.00","1","2025-01-20"
"5453","Cliente_5453","50","Rocha","RECIFE - PE - Brasil","A","4378.00","1","2024-11-08"
"45057","Cliente_45057","34","Denny","RECIFE - PE - Brasil","A","4377.00","9","2025-02-25"
"45943","Cliente_45943","16","Adelmo","SALGUEIRO - PE - Brasil","A","4370.00","1","2024-12-11"
"34857","Cliente_34857","21","Edilson","JABOATAO DOS GUARARAPES - PE - Brasil","A","4365.00","3","2025-01-25"
"181406","Cliente_181406","38","Junior","VITORIA DE SANTO ANTAO - PE - Brasil","E","4354.00","6","2025-02-18"
"46570","Cliente_46570","41","Edson","RECIFE - PE - Brasil","A","4350.00","1","2025-02-11"
"5235","Cliente_5235","38","Junior","CARUARU - PE - Brasil","A","4350.00","3","2024-12-10"
"45221","Cliente_45221","34","Denny","SERRA TALHADA - PE - Brasil","A","4340.00","1","2024-10-04"
"45495","Cliente_45495","50","Rocha","GARANHUNS - PE - Brasil","E","4338.00","1","2024-10-27"
"44681","Cliente_44681","38","Junior","ARACAJU - SE - Brasil","I","4330.00","1","2024-08-16"
"19927","Cliente_19927","50","Rocha","PETROLINA - PE - Brasil","E","4322.00","1","2024-12-24"
"43224","Cliente_43224","51","Eraldo","RECIFE - PE - Brasil","A","4320.00","1","2025-01-26"
"46780","Cliente_46780","50","Rocha","SALGUEIRO - PE - Brasil","A","4320.00","2","2025-02-28"
"29628","Cliente_29628","51","Eraldo","RECIFE - PE - Brasil","P","4320.00","1","2024-09-26"
"29928","Cliente_29928","8","Jonas","CARUARU - PE - Brasil","A","4320.00","6","2025-02-15"
"26033","Cliente_26033","51","Eraldo","JABOATAO DOS GUARARAPES - PE - Brasil","A","4316.00","7","2025-01-26"
"23322","Cliente_23322","25","Gilmar","RECIFE - PE - Brasil","E","4312.00","4","2025-02-27"
"45368","Cliente_45368","42","Otavio","POMBOS - PE - Brasil","A","4310.00","1","2024-10-18"
"181794","Cliente_181794","35","Geilson","SERRA TALHADA - PE - Brasil","*","4302.00","4","2025-01-19"
"29353","Cliente_29353","42","Otavio","PETROLINA - PE - Brasil","A","4300.00","1","2024-10-30"
"45989","Cliente_45989","38","Junior","RECIFE - PE - Brasil","A","4300.00","1","2024-12-14"
"35668","Cliente_35668","19","Evandro","RECIFE - PE - Brasil","I","4300.00","1","2024-08-25"
"38225","Cliente_38225","8","Jonas","CABO DE SANTO AGOSTINHO - PE - Brasil","A","4299.00","10","2025-02-26"
"182437","Cliente_182437","21","Edilson","BEZERROS - PE - Brasil","E","4298.00","5","2024-12-29"
"184734","Cliente_184734","34","Denny","RECIFE - PE - Brasil","E","4294.00","4","2025-02-28"
"28800","Cliente_28800","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","4291.00","17","2025-02-28"
"40751","Cliente_40751","41","Edson","BONITO - PE - Brasil","A","4288.00","3","2024-11-23"
"8545","Cliente_8545","42","Otavio","CAMARAGIBE - PE - Brasil","A","4283.00","6","2024-11-22"
"23757","Cliente_23757","21","Edilson","CABO DE SANTO AGOSTINHO - PE - Brasil","A","4270.00","1","2025-02-11"
"44459","Cliente_44459","48","Flavio","PALMARES - PE - Brasil","A","4254.00","4","2024-11-24"
"42057","Cliente_42057","21","Edilson","RECIFE - PE - Brasil","I","4250.00","1","2024-07-13"
"7778","Cliente_7778","8","Jonas","CAMPINA GRANDE - PB - Brasil","I","4250.00","1","2024-08-08"
"46423","Cliente_46423","34","Denny","CABO DE SANTO AGOSTINHO - PE - Brasil","E","4250.00","3","2025-02-03"
"38812","Cliente_38812","25","Gilmar","ALIANCA - PE - Brasil","A","4235.00","1","2024-11-09"
"41751","Cliente_41751","48","Flavio","VITORIA DE SANTO ANTAO - PE - Brasil","A","4225.00","1","2024-12-07"
"45980","Cliente_45980","21","Edilson","RECIFE - PE - Brasil","A","4220.00","1","2024-12-14"
"18088","Cliente_18088","38","Junior","RECIFE - PE - Brasil","A","4209.00","7","2025-02-09"
"46176","Cliente_46176","38","Junior","JOAO ALFREDO - PE - Brasil","A","4203.00","1","2024-12-30"
"6618","Cliente_6618","16","Adelmo","CABO DE SANTO AGOSTINHO - PE - Brasil","A","4200.00","1","2025-01-01"
"43179","Cliente_43179","21","Edilson","RECIFE - PE - Brasil","A","4200.00","1","2024-12-20"
"44440","Cliente_44440","8","Jonas","CAMPINA GRANDE - PB - Brasil","I","4195.36","1","2024-07-26"
"42935","Cliente_42935","19","Evandro","LAJEDO - PE - Brasil","P","4195.00","3","2025-01-19"
"1819","Cliente_1819","41","Edson","OLINDA - PE - Brasil","A","4187.20","6","2025-02-16"
"37564","Cliente_37564","8","Jonas","RECIFE - PE - Brasil","A","4187.00","4","2025-02-02"
"33606","Cliente_33606","3","AdelmoAS","RECIFE - PE - Brasil","A","4185.78","2","2025-01-06"
"2930","Cliente_2930","8","Jonas","RECIFE - PE - Brasil","E","4183.00","5","2024-11-14"
"44322","Cliente_44322","51","Eraldo","RECIFE - PE - Brasil","A","4182.00","12","2025-02-20"
"45193","Cliente_45193","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","4180.00","7","2025-02-28"
"10182","Cliente_10182","23","Valter","ITAMBE - PE - Brasil","*","4180.00","3","2025-02-10"
"184868","Cliente_184868","51","Eraldo","SIRINHAEM - PE - Brasil","A","4179.00","4","2025-02-28"
"44715","Cliente_44715","19","Evandro","ITAMBE - PE - Brasil","E","4175.00","2","2025-01-11"
"6117","Cliente_6117","51","Eraldo","RECIFE - PE - Brasil","A","4172.00","7","2025-02-04"
"44673","Cliente_44673","16","Adelmo","RECIFE - PE - Brasil","A","4164.00","4","2024-11-23"
"44388","Cliente_44388","48","Flavio","PARNAMIRIM - RN - Brasil","I","4161.00","5","2024-07-26"
"32221","Cliente_32221","25","Gilmar","AGUA PRETA - PE - Brasil","I","4160.00","2","2024-08-17"
"17770","Cliente_17770","42","Otavio","RECIFE - PE - Brasil","A","4158.00","2","2024-11-27"
"33129","Cliente_33129","8","Jonas","IGARASSU - PE - Brasil","P","4150.00","1","2024-10-06"
"46312","Cliente_46312","38","Junior","RECIFE - PE - Brasil","A","4140.00","1","2025-01-13"
"6348","Cliente_6348","25","Gilmar","BOM JARDIM - PE - Brasil","A","4140.00","1","2025-02-13"
"21698","Cliente_21698","34","Denny","IPOJUCA - PE - Brasil","A","4137.00","9","2025-01-13"
"44678","Cliente_44678","34","Denny","OLINDA - PE - Brasil","A","4130.00","3","2024-12-23"
"1265","Cliente_1265","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","4124.00","7","2025-01-05"
"20985","Cliente_20985","41","Edson","RECIFE - PE - Brasil","A","4120.00","1","2025-02-08"
"60374","Cliente_60374","32","Euclides","FORTALEZA - CE - Brasil","*","4120.00","4","2024-09-19"
"33601","Cliente_33601","25","Gilmar","RECIFE - PE - Brasil","E","4116.00","4","2025-02-08"
"24256","Cliente_24256","32","Euclides","TIANGUA - CE - Brasil","I","4110.00","2","2024-07-31"
"28803","Cliente_28803","50","Rocha","RECIFE - PE - Brasil","A","4107.00","2","2024-11-01"
"9272","Cliente_9272","34","Denny","CUSTODIA - PE - Brasil","A","4100.00","1","2024-10-12"
"46580","Cliente_46580","8","Jonas","VENTUROSA - PE - Brasil","A","4100.00","1","2025-02-12"
