Review_ID,Rating,Year_Month,Reviewer_Location,Review_Text,Branch
285942346,3,2015-1,United States,"We visited in January 2015. We were fully aware that it being off peak that there would be some closure of rides. However we were not informed at how much of this park would be closed. No Splash Mountain, no Matterhorn, no Small World, the entire Critter County was closed and the biggest of all was that the Castle was covered in scaffolding. And at this point, they hadn't bothered to put any sort of facade on it   so it just looked boarded up and ugly.We had saved for a long time to bring our 3 children here, and planned a week long vacation around my son's birthday to visit. We went to Disneyland on his birthday so he would get the  wow  factor when he walked in and saw the castle. Instead he thought that it was closed, and asked if we could just skip it and go back to California Adventure.We did have fun, but we saw no characters around the park aside from Woody, who we had already seen over in California Adventure. We did wait in line to go see Mickey Mouse. The photographer and  handler  with Mickey Mouse was awful. The pictures were badly taken and we were rushed, my kids didn't even get to  see  Mickey, just stand beside him, take a picture and leave.I found the Cast Members on this particular day completely rude on occasion. I don't know if old cast members were visiting the park in a group, but throughout the day the Cast Members running the rides would shout over our heads to happily catch up with someone who used to work there, which I find incredibly rude. Especially when we are on the Jungle Cruise and talking down over our heads about people they used to work with.The plus points (and we did have some!)   we managed to Fast Pass Star Tours a number of times which the kids loved. Thor and Captain America were wonderful, answered my kids questions and were very enthusiastic. We found the craziest photographer over by the Snow White ride who took the best photographs of our entire vacation with no effort. I mean, this guy was crazy funny and wonderful with the kids.And at the end of the day, it was dark, it was cold and we all sat on a bench in Main Street and ate Churro's for dinner. That was probably my favorite memory of the day.",Disneyland_California
285929346,5,2015-6,United Kingdom,"First time   and have to say I really liked the smaller scale of Disneyland over Disney world and the FOOD is DEFINITELY better. So many wonderful restaurants to choose from and lots of budget choices. The park was easy to navigate and going earlier in the day certainly cuts down on the lineups. We saw lots of characters, the cast were helpful and friendly. If you're debating between Disneyland and Disney World and you have small kids   Disneyland is much more doable!",Disneyland_California
285915668,5,2015-7,United States,"Thank you, thank you, thank you!!! Disneyland and their crew have made my families first big vacation a memorable one. We wished we could live their and we never wanted to leave.",Disneyland_California
285913865,5,2015-6,United States,"We went as a family of three, toting around our almost 2 year old in a stroller. It was a very fun and memorable trip! We got some grief for taking such a little kid but    he was free, we did a lot of things with him that we would never take the time to do if he were older, we enjoyed watching him find everything magical. Dumbo, tea cups, it's a small world, finding memo submarine, and even pirates of the Caribbean were all good rides for him. We didn't get a chance to do the Tiki Room or Jungle Cruise but will do that next time! We were worried he would be scared of the characters but he was not, he wanted to hug all of them! I totally recommend Disneyland to people with little kids!",Disneyland_California
285858406,5,2015-6,United States,"We live in Orlando so we have been to those parks a lot so we wanted to see what this one was like. We did all the rides we could that we don't have in Orlando and ones we heard were a little different. We had a great time. I love that you can go into the castle and see stuff at this park, although the castle itself is so small in comparison. ",Disneyland_California
285854887,5,2015-6,Turkey,This was our first visit with our 4 yrs old son. I was skeptical about his age and if he would enjoy the park. It turned out great. It's such a family friendly and magical place. Loved everything about the park. Using the fast pass system saved us a lot of time. And single rider options were great for skipping lines as well. Never ever miss the parades and night shows! And don't forget to enjoy some Dole whip!,Disneyland_California
285845153,5,2015-6,United States,"Not much needs to be said about Disneyland. It's truly a magical place for kids and adults alike. Try to plan your day accordingly to make sure you get the most out of your Disneyland trip. You can easily miss out on a lot of things you might want to do if you don't plan accordingly. But no matter what, it's always a great place to visit. ",Disneyland_California
285837720,3,2015-7,United Kingdom,We visited here recently & were disappointed. The fast pass system was anything but! You can only have one pass at a time & most had run out by lunchtime. Luckily some of the rides were only 20 minutes waiting time but others were 45 minutes. Very limited food selection   burgers or hot dogs & limited places to sit and eat. Very expensive too. By contrast universal studios knows how it should be done! ,Disneyland_California
285832010,5,2015-7,United States,"We just bought one day tickets without the park hopper option, and just visited Disneyland. The park was amazing! Our eleven year old's favorite attraction was The Haunted Mansion! Mine was Space Mountain! The Fantasmic show was awesome! Loved everything about this place! :)",Disneyland_California
285823373,5,2015-7,United States,Disneyland? How can I summarize everything in one review? I am a Disneyland annual passholder! We go to Disneyland at least 10 times a year! This is what we as a family love to do for fun! If you have never been to Disneyland I recommend it no other theme park tops Disneyland!! Very clean park try visiting on a weekday to avoid less crowds,Disneyland_California
285788710,4,2015-6,United States,"Kids enjoyed it.  Hot, expensive and crowded.  Kids' favorites were Splash Mountain, Pirates of the Caribbean and Haunted Mansion.",Disneyland_California
285788259,5,2015-7,United States,"Get there early and ride the rides to beat the crowd, then leisure stroll and shop. If you are late, prepare to wait Great memories, will go yearly",Disneyland_California
285779956,5,2015-1,Canada,"We were so impressed with how well this park was run and would highly recommend it to anyone. We went at the end of January; the lineups were manageable and the park as a whole was not ridiculously busy. Staff were not intrusive, but were always there exactly when you needed them. One thing we thought was neat, was that they had staff at all the picturesque parts of the park to take pictures for the photo passes, but they were more than happy to take photos with your own camera. Really nice ones, I might add!",Disneyland_California
285775041,5,2015-6,United States,"I'm a huge Disney fan already and I absolutely love this place! It will take your breath away. Lots of fun attractions and great food. All price ranges and you can bring some of your own food, but I prefer to hit the wonderful restaurants and kiosks to get some tasty eats! The cast members (workers) are incredible! Even down to the street sweepers. The firework display is amazing as are the cool and innovative parades! There is something for everyone, young and old! Do not miss!!!",Disneyland_California
285769375,5,2015-5,United States,"We love going to Disneyland. We have once again gotten annual passes so we can visit anytime. We love to ride the rides, but if we are there on a busy day we like to walk around and enjoy other options we don't usually do like seeing more shows or taking a tour.",Disneyland_California
285732945,4,2014-9,United Kingdom,This park is a really good park not as big as Orlando but it still has great rides and 1 of thee best big wheel rides there is,Disneyland_California
285694597,5,2014-8,Iraq,"Needless to say, a children best place. However, it is very exciting for adults, too! However, It is not as big as the one in Florida, if you have been to Disney World in Florida, then this one might not be interesting for you.",Disneyland_California
285673931,4,2015-7,United States,Went to park adventures and was not disappointed   Few rides but great shows including color of the world water show along with Aladdin  And frozen sing along   Kids loved it as usual   July 4 th fireworks were disappointment compared to any of money they charge,Disneyland_California
285669031,5,2015-7,United States,"My husband and my first and only visit to Disneyland was 16 years ago. We just got back from taking our 11 year old son for his first visit. Wow. I had been looking forward to this day since the moment I found out I was pregnant. I just loved Disneyland so much the one time I had been, I couldn't wait to share it with my kid s someday. Wanting to wait until he was tall enough to ride the rides, and old enough to remember this trip, we finally saved up (and had a little bit of help) for a family vacation to Disneyland. It was just as amazing as I'd remembered it to be. My son, husband, and I all had so much fun. Yes the lines are long, but if you pack your patience, it's not so bad. If you get an early start on your day and get right to the more popular rides and attractions early, the lines aren't so bad. Another option, wait until night. The lines are pretty short during the fireworks and toward the end of the day, if you don't mind riding the rides in the dark. We spent about 32 hours in the park, over 3 days and still didn't ride every ride. Granted, we didn't necessarily want to ride all of the rides...and we rode a few of our favorites more than once. Yeah, it's expensive. Yeah, it's crowded. But there are so many great rides, shops, and food choices. You get to see people of all ages and backgrounds sharing a common love for Disney. There are amazing parades and fireworks. What's not to love? I just hope it's not another 16 years before we can go back!",Disneyland_California
285667846,5,2015-6,United States,"What else can you say about Disneyland. This is the place where it all started. Where Walt Disney dreamed up an amusement park for the people and started a revolution that would literally change the world. From movies for children, more parks around the world, and a mouse that every child knows, Walt has made quite an impression on all of us. I've been going to Disney since I was 8 and still love visiting the park at 43. Disneyland is timeless and is visited by people all over the world. This place needs to be visited, experienced, and revered by everyone. There are rides for people of all ages and shows to dazzle the mind. The admission price is up there but the more days you purchase, the cheaper it works out to be. You could do the park in a day, but it will be a hard day. This means lots of walking around trying to tackle all the rides. If you have little ones, it would likely be better to do it in 2 3 days. This would include going back to the hotel for a nap in the afternoon and coming back to enjoy the evening shows. You can also alternate days with California Adventure changing this up. Your ticket works for either park and you can buy single park admission only or a park hopper that allows you to jump between parks in the same day. If you go on a weekday, the lines are usually shorter than the weekends and also on non holiday days.",Disneyland_California
285660479,5,2015-5,United States,I love that my day off is a weekday so with that said I've been here 3 times already and it's barely mid year. Thursday's we get the park hopper and we see all the shows and ride about 75 to 80 percent of the rides on both parks and we go home by 7pm. ,Disneyland_California
285651778,2,2015-7,Australia,"The only positive I have to say about Disneyland California is that the night show and fireworks show are absolutely amazing. Staff are rude and unorganised. Found our place for the night show and sat for 3 hours behind the rope, 15 minutes before show starts a rude female staff member tells us that this is a area for wheelchairs only, would have been nice to be told hours before the start of the show as there was other staff walking around who had not even approached up prior to this point. Perhaps organise the wheelchair area prior to 15 minutes before show time and perhaps don't demand people to move but explain in a nice manner. Maybe staff need to do some training in customer relations. Very disappointed considering this was the diamond anniversary and our family was so excited travelling half way across the world to be here only to have our experience ruined by rude staff. Meant to be the happiest place on earth, not in my opinion and we certainly will not be back.",Disneyland_California
285643398,5,2015-6,United States,There's only one word that can describe Disneyland: perfect. I had truly the best day at this park from morning until night. From the rides to the shows to the nighttime parade (out of this world) to the fireworks. I did as much as I could but there was so much more I didn't get to.Young or old you'll have a great time. I'm so jealous of the locals who can enjoy this park whenever they want. I can't wait to go back!,Disneyland_California
285637216,3,2015-7,Canada,"I have gone to Disneyland many many times in the last 35 years. This was the first time that I noticed a change. There were a few nice staff members, but most of them were rude or unpleasant. The 'magic' seems to be missing from Disneyland, and the staff just don't seem to care about the customer's concerns. Perhaps we are witnessing a newer generation of employees who lack accountability or consequences...?I was particularly upset with the Autopia ride. I endured quite a strong and heavy crash due to the fact that my car stalled, and the car behind me was going to fast and unable to stop. Luckily no one was injured, but It really could have ended up much worse. I alerted staff, but they kept both cars on the road for continued use. Also, I really really hate the parades. Sure it's lovely and all, but the disruption it causes just doesn't feel like it's worth it. You really have to plan your night pre and post parade, otherwise you can get stuck. ",Disneyland_California
285633133,5,2015-5,United Kingdom,"There really are no words to describe how much I love Disneyland, I'm a self confessed Disney addict, with so many of my defining life moments take no place here.I'd definitely recommend visiting this year as it's there 60th anniversary, many of the attractions have had a spit and polish with new effects, sound and visuals. There are new parades, new fireworks and an update to Wonderful World of Colour at California Adventure (sorry I can't split these two parks into one, they're a duo as far as I'm concerned).Couple of words of warning though, it's the 60th and this is an iconic much beloved place, there will be queues of people over the summer period. Bring lots of money, food can be costly. Other than that, love it.",Disneyland_California
285623545,5,2014-10,United States,This was one of many trips for me to the park but the first for my son. 3 1 2 is a great age to take them! You do miss the fun fast rides but get to enjoy the real magic ofDisney. The fantasyland rides were a but dark for us so we headed to characters as soon as those visits opened. Arrive as early as you can to beat the crowds.The staff was so helpful! Dont be afraid to ask anyone for character times or clarify parade routes.Cant wait to get there again soon!,Disneyland_California
285586034,5,2015-6,United States,"Disneyland is a special place. Sixty years ago, Walt Disney had a vision of  some kind of family park where parents and children could have fun together . It's a place that continues to change and grow, because as Walt said  Disneyland will never be completed. It will continue to grow as long as there is imagination left in the world.  The cast members are friendly, the parades, especially the Paint the Night electrical parade are amazing. There's lots of fun rides and good food. There's a sense of history, as these were the streets that Walt walked. It's a magical place, there's no other like it in the world. ",Disneyland_California
285568073,5,2014-12,United States,"My husband and I have been to Disneyland at least 6 times in the past 20 years, and seriously we have managed to see something new every time we go! The thing that really sets Disney apart is all the employees (so friendly and well trained), the atmosphere of the park, and how it really can make you feel like a child again. Other parks have scarier and more extreme rides, but Disney can even make the line to the ride feel like part of the fun (Indiana Jones is a prime example of this). One of our favorite things at Disney is to sit and people watch, or strike up conversations with people, everyone is in such a good mood there. I know the prices are high, and there are huge crowds on certain days, but I'll give this example of why Disney is magical: One afternoon we notice a small group of teenage boys (age 14 16) hanging around outside the arcade, looking rather bored and not happy to be there, but then Winnie the Pooh came walking by, and instantly they were 5 years old again,  Winnie the Pooh!  they shouted and ran over to hug him and have their pics taken with him. That is the Disney magic that I have never seen anywhere else. Don't go for your kids (take them by all means), but go to be a kid yourself! For more specifics, try to go during the week for smaller crowds, I recommend seeing Fantasmic at the later showing (sit and have a picnic at the waterfront while waiting). If you can go while the haunted mansion is decorated for Nightmare before Christmas, it's amazing! but above all, give yourself time to notice some of the little Disney touches between the rides.",Disneyland_California
285567936,5,2015-7,United States,"DisneyLand had amazing rides, food, gift shops, and it was a great family experience! I recommend for everyone! Prices were somewhat high, but it was definitely worth it!",Disneyland_California
285544631,5,2014-11,United States,"The rides at Disneyland never get old. I could go there every year and never tire of it. The cast members in the park are always nice and professional. I always plan our visits according to a crowd calendar and cooler time of the year and that makes the visit to Disneyland all the more pleasant.While it is expensive, I enjoy shopping at Disney and appreciate the Photo Pass feature and the fun Disney photographers. One of my favorite vacations!",Disneyland_California
285544499,3,2015-6,Australia,"It has been many years since I visited Disneyland, This time Inwas disappointed. Very crowded, expensive food and drinks, very long waits fir rides, but the kids live it!!!",Disneyland_California
285515423,5,2015-2,United States,"When people go to Anaheim, people go to Disney land. Even though I am not a rides person, I loved it.",Disneyland_California
285461297,5,2015-6,Australia,"A few hints for future visitors to Disneyland: get to park before it opens at 8am. It is definitely worth it to start early, especially if Summertime. The longest we waited for any ride was 15mins as we went early but I noticed that the park started to fill up at 10am go on all as many of the rides as possible whilst it is early so as to avoid the queue and to save you from waiting in the sun. After you have done all the rides once then you can go into all the shops park is open to midnight so if necessary, go home for lunch and a rest and return again in early afternoon if you are planning to watch the parades, try to sit closest to the beginning of the parade (i.e. they start around the front entrance). We were at the end of the parade and I think it took a good 20 mins for the actors to travel down to us. This was fine for us but it would be tedious for young kids and there are no chairs to sit on anywhere as mentioned by others, use the FastPast. We didn't use it as we couldn't figure out how to get use it as the instructions are not clear  if you have teens, do try to catch the University College band as it is very High School Musical and a lot of funHave a great time:)",Disneyland_California
285459711,5,2015-6,Australia,"We had the most wonderful day at Disneyland   it really is the 'happiest place on earth'. You need as many hours and days as you possibly can to see everything   we spent 11 hours and we really needed another day, just in the Disneyland park itself. Only thing we would do differently next time, besides buying a multi day pass, would be to not going during California school holidays as there were soooo many kids, so wait times for rides and attractions was around 60 mins on most of them.Definitely go so you are there in the afternoon and evening however as the 60th anniversary parades, light shows and fireworks are definitely worth it.",Disneyland_California
285436057,5,2015-6,United States,"I had not been to Disneyland in over 20 years, so was quite impressed with the improvements. However the prices are very high. They do not offer a senior discount. In addition the cost of even a bottle of water was $3.50. I had to feed the kids prior to entering the park. If the costs were lower, I would take my grandchildren more often.",Disneyland_California
285433456,5,2015-6,Australia,"No matter what your age, Disneyland is for everyone. Fun from the moment you step in the front gates to the time you leave.",Disneyland_California
285388130,4,2015-6,United Kingdom,"The rides are brilliant   Space Mountain especially was exhilarating but Disneyland is pipped by Universal Studios for a few reasons for me. Universal is far easier to get through, being on the metro line, its FastPass avoids long wait and it has a wider variety of places to eat, drink and shows to see. Disneyland is still a must if you're anywhere near, but could learn a thing or two from Universal. ",Disneyland_California
285385045,5,2015-6,United States,We were here as part of our 25 day cross country family trip. We are Disney World junkies and our daughter had been prepared for the difference. We absolutely loved our visit. So much of the park reminds me of  old school  Disney   I know they have to keep more of the tradition here and that is a good thing in our book. Hate to admit but the Space Mountain and Big Thunder here are better than Florida's version   go ride and I bet you will admit the same. We did open to close (8 am to Midnight) and never got tired. Must must get fastpass for Fantasmic   check out the fireworks a few minutes later then head over to Main Street for the new version of the Electrical Parade   it is worth the time missed from rides and would go back just for these 3 things. It was great being there for the 60 year Celebration too. If you love Disney   can't go wrong here!,Disneyland_California
285358344,5,2015-6,United States,"Secrets to a great day at Disneyland.1) Buy a park hopper pass, if you go back and forth between the two parks and utilize the Fast Pass system you'll get to ride twice as many rides. IMPORTANT: The fast pass system between the two parks is not connected so you can go get a Space Mountain Fast Pass in DL and then go across to California Adventure and get a Tower of Terror Fast Pass and essentially be you'll be standing in two lines at once!2) Take time to hit air conditioned rides, this will cool you off! Soaring over California or Indiana Jones have wait lines inside the air conditioning!3) Make reservations for lunch! The Bayou restaurant is inside Pirates of the Caribbean and is nice and cool!4) If you want to ride the new Cars ride in Calif Adventure go get your fast pass there FIRST as they are often gone for the day by 10am its called Radiator Springs and is fun!",Disneyland_California
285351765,5,2015-6,United States,"It was my husbands 70 th birthday and he had never been to Disneyland. If you have a birthday person in your party, be sure to visit city hall were Mickey Mouse has a very special phone call for the birthday person. Get there when the gates open and preselect your first few rides, don't get side tracked and you'll enjoy an easy on experience. Fast passes also must be taken advantaged of, these allowed us to ride more rides then I had been on in years. Saves waiting in very long lines for hours. Stay hydrated this summer and have lots of fun!",Disneyland_California
285334844,4,2015-6,United States,"Our family attended Disneyland on June 22nd for Disney's Diamond Celebration. It had been 19 years since I had last visited Disneyland as a child, and I was so thrilled that I could finally bring my child here to visit! The park still looked the same as I remember it being as a child. I liked how they had added the Disney characters into the Small World ride. We enjoyed family style lunch at Big Thunder Ranch BBQ, where you can have all you can eat cornbread loaves, baked beans, coleslaw, BBQ chicken, BBQ ribs, and corn in the cob! It was delicious! It was nice to see how the Main Street Electrical Parade had been updated, as well as the fireworks show. We really enjoyed Disney's Paint The Night Electrical Parade with its awesome light performances, followed by the Disneyland Forever fireworks show. The show left me feeling like a happy child all over again! It's a must see! The downfall to our visit was that we had gone in the summer and the lines were outrageous! We used our Fast Passes as much as we could for the rides. We also experienced some of the rides failing. The Haunted Mansion Ride broke down twice while we were on it, and the Indiana Jones ride was dark most of the time (and the rock at the end didn't even roll). There was construction also on Tom's Sawyer Island. We will definitely be back, but at a time when the park is not busy so our family is able to enjoy the whole park. ",Disneyland_California
285310500,3,2015-6,United States,"Perhaps it was the massive crowds (WOW, the crowds!) but the majority of the staff at Disneyland were not very friendly. I saw smiles where I always see smiles (Customer Service centers, photographers, etc.) but most of the ride attendants were just this side of surly. They were more like clean cut carnies than Disneyland employees. ",Disneyland_California
285301749,4,2015-6,United States,"Having been to Disney World many times so we tried the original park. It was good to go once but I will stick with the Florida resort from here on. It was very tight and cramped compared to Magic Kingdom. The pathways were a constant battle to get through. The attractions were very well done, but being used to Magic Kingdom it was a bit of a shock to see cast members walking around in the wrong lands or with food in there hand on the Haunted Mansion. These are things that you don't ever see in Florida. We were able to see pretty much everything in one packed day. If you want to take your time you could spend a day and a half here and that would be more than enough.",Disneyland_California
285186060,5,2015-6,United States,Everything went wonderful at the park. I wish I had known of a better way to park my car. Hard to find a good place when you are therefor the first time .,Disneyland_California
285185083,5,2015-6,United States,"I love how they address all the little girls  princess , I even had a cast member call me one.  It was the 60th Anniversary, although I didn't really see anything different than normal.  It was an awesome trip, as always.",Disneyland_California
285181056,5,2015-6,United States,It's the most wonderful place. It's my third time to go and Disneyland in Anaheim still amazes me. They got more shows and surprises this year because of their 60th Anniversary Diamond celebration. The only hiccup are the long lines on some of the attractions and the expensive restaurants so u gotta spend money. ,Disneyland_California
285178244,5,2014-8,United States,"It's the ORIGINAL most MAGICAL PLACE ON EARTH. I don't really see how more information will help, but if you go, Mr. Toad's Wild Ride   GO...NOW...aka Last year...or at birth...",Disneyland_California
285143032,2,2015-6,United States,"Went to Disneyland yesterday and it totally missed my expectations. There were broken rides everywhere! Indiana Jones, Barges to the Island, Pirates of the Carabean, Peter Pan.... Some would be down for an hour some would be down more. Went over to the California Adventure Park and the Elevator Ride only had one of three elevators working. And the Crowds!!! If you are going to have broken rides then reduce the number of people entering the park. There were a lot of Disney Characters but those lines were long...always. The park is getting old and tired. They should either get their mechanical act together or reduce the number of tickets available. I recommend Six Flags or another park. You get some of the same kind of thrill rides without the high entry cost. Sad",Disneyland_California
285140365,5,2015-5,United States,"The only down side to this park was that it seemed there was always one or two rides that were closed. The only day we were there the Haunted Mansion was closed for the day. I wish it had been posted online or something and we would have done this park first and California Adventure the next day. Also, I have tried to get into the restaurant at the Pirates of the Caribbean many times when visiting DL and no one has ever told me that you can go online to make reservations. I thought trying to make a reservation two days before would be a guarantee and I was wrong! I asked the hostess what the secret was of getting a reservation and she said to go online a month or so before visiting and make a reservation. But all in all, we love Disneyland and of course would recommend it highly, *Just a little reminder for the adults with children. They are more tired than you are, so please don't yell at them when they whine, dawdle or cry. I saw so many tired parents breaking their little one's hearts with their yelling, scolding and criticizing. It really took some of the fun out of being there to see those little ones hurt faces when their parents were being so impatient and unkind. It they are tired and or you are tired, take a break for an hour or so! The park will still be there when you are both feeling better.",Disneyland_California
285128192,5,2015-2,United States,"I have never had a bad experience at Disneyland. The famed Disney customer service had made sure of that. I was able to go on my birthday and got spoiled with characters wishing me a happy birthday, people at the rides, even fellow guests! Sure food in the park is spendy, and the lines are crazy long, and there's a ton of people. But the sheer fact that you are wondering amongst Sleeping Beauty's castle, Davvy Crockett's stomping grounds, or Mickey Mouse's home definitely overrides that. Nothing beats a Disney parade or fireworks show and can we please just talk about the amazingness that is Dole Whips?? Nothing beats Disneyland. I've traveled all over the world, seen many incredible things, and Disneyland is definitely on par. There's something to be said for getting to unashamedly be a kid again.",Disneyland_California
285115011,5,2015-6,United States,"Fifty years ago I went to Disneyland for the first time. This time we put a spin on it and did the Walk in Walt's Footsteps Tour. The tour was awesome and we even got a tour of the Dream Suite. The tour lasts about 4 hours and includes lunch, If the tour is sold out, go to the tour desk and see if you can get added. There is a possibility of them overselling the tour. The tour isn't for young children but adults will love it. ",Disneyland_California
285092806,1,2015-6,United States,"THE HAPPIEST PLACE ON EARTH DON'T MAKE ME SO HAPPY ANYMORE!I have been coming to Disneyland every year for nearly 40 years now and never seen it this bad before!The family and I was at Disneyland June 24th threw the 29th the parade was going on, and we was riding the train to Main Street at around 9pm, the train let us off, and sense the Main Street Train Station don't have a wheelchair accessible ramp and the wife and I had to wait to set the stroller up at the bottom of the stairs.When we got to the bottom of the stairs we had to set up the stroller and was told we couldn't stand there in the walkway that we would have to keep moving. We told the employee, aka cast member, that we just got off the train and was setting up the stroller quickly and then we would be moving, and was told stroller or not, we would still have to move because the parade was going on and we was in the no parade watching walkway. We then told the cast member we wasn't watching the parade we was quickly setting up the stroller. She said sorry but you still have to move! We wasn't even blocking others people from walking by.Disneyland needs to train there employees, aka cast members, how to treat there guests. In the matter of 10 seconds it took to set up our stroller we had 3 cast members tell us there was no standing there. Unecceptable!!!We went to city hall to make a complaint about the parade usher cast members, we told them if they don't want people getting off the train during the parade that they should just shut the train station, and trains down during the parade. And that this was unecceptable!!! The cast member at City Hall said she agrees with us and what we are saying, but that there was nothing she could do about the parade ushering cast members. A complaint will be filed with Disneyland corporate office HR Department! ",Disneyland_California
285078887,5,2014-9,United Kingdom,heaven in the park...but hell in queues. the firework displays were fabulous. shame they don't have more  healthy  food option places to eat,Disneyland_California
285053627,3,2015-6,United States,"When I planned this trip, I had a 3 day park hopper. I planned to spend most of my time in Disneyland, and just some in Disney California Adventure. It turns out that DCA was more fun. On the day we had early entry, after getting into the park, my husband took our tickets over to DCA to get Fastpasses to the radiator springs ride. I proceeded up mainstreet to get to the rides. It was roped off and there was a second checkpoint for tickets to make sure you had early entry privileges. So since my husband had gone to the other park, I did not have my ticket to prove early entry, and so I just had to sit and wait for the rope to drop at 8. I dont understand why they let me in early at the gate at the early entry line only to have a recheck at the center of the park. My 6 year old son enjoyed Autotopia. Tarzans Tree house. He did not enjoy many of the dark rides, and didnt want to wait in lines he thought were  Girl  rides. Tom Sawyer's Island was good. Also ToonTown was a hit, although I have heard they are going to tear it down to make a StarWars land. Mostlly we had more fun at DCA. I would recommend a stroller. If you loose it or decide to go back to your hotel for a break, keep your reciept and use it to get a new one when you go back. very nice service and hassle free. I would recommend using the photo pass service. Disney is fun, but you need to think about what you really want to see first before hitting the park. Try to use Fastpass as much as possible and use aps that track line wait times. The Hungry Bear Restaurant in Critter Country had good food for not too much $ but it is Disney so take it in context.",Disneyland_California
285040025,5,2015-7,United States,Park looks like new.  Very crowded but easy to get on popular rides and move around the park grounds.,Disneyland_California
285033903,5,2015-7,United States,"One of my favorite places to go!! If I lived in Anaheim, or in SoCal for that matter, I would be here every chance I could get! I just wish it  weren't so expensive.",Disneyland_California
285022233,4,2014-8,Australia,"I have been to Disneyland on thee occasions over the yars, this is truly a Magical Kingdom, very well worth visiting with the family, and Children & Teenagers, the rides are great, though the que can be quite long at times, I personally found a Five Da pass to be the best value, and I made full use of it ! Eating and Drinking is good overall, though can be pricy, good tourist shops",Disneyland_California
285020414,4,2015-6,United States,"Having been to Disneyworld, I wasn't sure what to expect with Disneyland. We were pleasantly surprised. We have small children, so we weren't interested in the  big and scary  rides. Therefore, we enjoyed Fantasyland and some of the other sections of the park. We spent one day there and felt like we say a lot. I suggest getting there right when they open   the lines are SO much shorter. Have a great time and wear sunscreen!",Disneyland_California
285017840,5,2014-8,Canada,Really a good place to Relax..everyone should go here for 4 days or more .. lots of fun and lots of good rides..,Disneyland_California
284976090,5,2014-8,Australia,"Best place on earth, we had so much fun our dreams finally came true.  Lots to see & fun to be had for any age group.",Disneyland_California
284970482,5,2014-8,Brazil,"we go there every single year, and every time we pass LA, we do Disneyland, Universal and Seaworld then Santa Monica and others around LA, sometimes Vegas or San Francisco Napa, depending on the trip. The good thing is, the place is smaller than Disney Orlando, so we can do so many things in 10 14 days, instead of spending the whole time just doing Parks. It's better for adults and also for children! i would definitely recommend it! maybe it's not as HUGE as Orlando, but it's good enough, also less people comparing!",Disneyland_California
284913720,4,2014-10,United States,"We always enjoy our visits here. I gave it a 4 because lately during the last year and a half it has been disappointing to have many rides break down and then unavailable or see parts broken down during the ride experience. With what they are charging, we would like to see it go into the rider experience and have things run smoothly. We certainly enjoy the Carnation Cafe for breakfast or lunch and Big Thunder Ranch BBQ is a big hit too. Well, it's a ride and eating experience when we are there...many places to explore for both. How about those Montecristo's...the list continues.",Disneyland_California
284911846,4,2015-6,United States,"We had 1 day to spend in Disneyland so we spent 14 hours there! Parking was $17, and the shuttle took you to the Disney area. We already purchased our tickets ahead of time so we were able to bypass one line. Once in we headed to Fantasyland for our small kids, they had a blast. Lines weren't very long and they moved quick. I would designate someone to get fast passes for those rides with really long waits ( Space Mountain, Indiana Jones). Our favorite ride as a family was Star Tours, and I'm not even a Star Wars Fan. This park was easily done in the amount of time we had with thorough planning. I was surprised how small it actually was. I brought trail mix and other snacks to keep the kiddos from getting cranky. We also set an alarm on our phone for every 2 hours to re hydrate and apply sunscreen. You can bring bottles of water in, you can also purchase them for about $4 a bottle. Do not miss snagging a Dole Whip or Dole Whip float at the tiki bar, those things are Amazing! The paint the night parade at night was a great end to our night. We were lucky enough to snag front row seats in front of the castle. We had a great time, we just didn't experience all the magic we did at Disney World. The lack of characters present throughout the day was sad, workers didn't have that Disney enthusiasm, it was fun, just not Disney Fun.",Disneyland_California
284911129,4,2014-8,United States,"We went to Disney in 2013, so I am certain some things have changed. It really is a magical place, that I wish every child got the chance to go to once. We went with my sister, so we received the military discount package for the hopper pass for three days  I believe at the time it came to 125 a person. The food was not fantastic, given how expensive it was  but we didn't go for the food. All of the rides, with the exception of Pinocchio   which broke down on us and we had to walk through the rest of the ride   were fantastic, and worth the wait. I wish we had looked into the time that we went, it was their anniversary   so the lines were almost unbearable for a 4 and 6 year old. The additional shows were nice. The only time we were trully disappointed was when my four year old son was running toward Miickey and fell just a few steps away from reaching him, after he got up and dusted himself off we were informed Mickey was leaving for his break now. My preschooler didn't really understand.Overall, it was a nice experience for our little men   and one we would take more often if it was more cost friendly.",Disneyland_California
